ko	Genes
ko:K12375	Tco_006733
ko:K07414	Tco_006734
ko:K07418	Tco_006734
ko:K07419	Tco_006734
ko:K07422	Tco_006734
ko:K14985	Tco_006734
ko:K07414	Tco_006735
ko:K07418	Tco_006735
ko:K07419	Tco_006735
ko:K07422	Tco_006735
ko:K14985	Tco_006735
ko:K07414	Tco_006736
ko:K07418	Tco_006736
ko:K07419	Tco_006736
ko:K07422	Tco_006736
ko:K04911	Tco_006738
ko:K00698	Tco_006744
ko:K14293	Tco_006745
ko:K09481	Tco_006746
ko:K00111	Tco_006747
ko:K00731	Tco_006748
ko:K09640	Tco_006749
ko:K09640	Tco_006757
ko:K09640	Tco_006762
ko:K03164	Tco_006763
ko:K01310	Tco_006764
ko:K09640	Tco_006767
ko:K03164	Tco_006769
ko:K02105	Tco_006772
ko:K02105	Tco_006773
ko:K03350	Tco_006775
ko:K03130	Tco_006776
ko:K07889	Tco_006777
ko:K12375	Tco_006779
ko:K20821	Tco_006780
ko:K02375	Tco_006796
ko:K01135	Tco_006800
ko:K06497	Tco_006801
ko:K07418	Tco_006807
ko:K19788	Tco_006809
ko:K09671	Tco_006813
ko:K01020	Tco_006814
ko:K01022	Tco_006814
ko:K09671	Tco_006815
ko:K00921	Tco_006816
ko:K08701	Tco_006818
ko:K06082	Tco_006822
ko:K06082	Tco_006824
ko:K20222	Tco_006827
ko:K18040	Tco_006829
ko:K11090	Tco_006830
ko:K11090	Tco_006835
ko:K06537	Tco_006840
ko:K07414	Tco_006841
ko:K07418	Tco_006841
ko:K07419	Tco_006841
ko:K07422	Tco_006841
ko:K07414	Tco_006842
ko:K07418	Tco_006842
ko:K07419	Tco_006842
ko:K07422	Tco_006842
ko:K14985	Tco_006842
ko:K07414	Tco_006843
ko:K07418	Tco_006843
ko:K07419	Tco_006843
ko:K07422	Tco_006843
ko:K07414	Tco_006844
ko:K07417	Tco_006844
ko:K07418	Tco_006844
ko:K07419	Tco_006844
ko:K07422	Tco_006844
ko:K00121	Tco_006849
ko:K13980	Tco_006849
ko:K06497	Tco_006876
ko:K06497	Tco_006877
ko:K06497	Tco_006878
ko:K06497	Tco_006880
ko:K06497	Tco_006881
ko:K06497	Tco_006882
ko:K06497	Tco_006883
ko:K14309	Tco_006897
ko:K12394	Tco_006898
ko:K03131	Tco_006900
ko:K13143	Tco_006901
ko:K07893	Tco_006903
ko:K19678	Tco_006907
ko:K14943	Tco_006910
ko:K14943	Tco_006911
ko:K08362	Tco_006921
ko:K12842	Tco_006922
ko:K15161	Tco_006923
ko:K13855	Tco_006925
ko:K09530	Tco_006926
ko:K04862	Tco_006928
ko:K04863	Tco_006928
ko:K04865	Tco_006928
ko:K15289	Tco_006930
ko:K05673	Tco_006933
ko:K05673	Tco_006935
ko:K05673	Tco_006937
ko:K05673	Tco_006941
ko:K05673	Tco_006942
ko:K05673	Tco_006943
ko:K05673	Tco_006945
ko:K06671	Tco_006948
ko:K13675	Tco_006949
ko:K07414	Tco_006953
ko:K07418	Tco_006953
ko:K07419	Tco_006953
ko:K07422	Tco_006953
ko:K07414	Tco_006955
ko:K07418	Tco_006955
ko:K07419	Tco_006955
ko:K07422	Tco_006955
ko:K14985	Tco_006955
ko:K07414	Tco_006959
ko:K07418	Tco_006959
ko:K07419	Tco_006959
ko:K07422	Tco_006959
ko:K14985	Tco_006959
ko:K07422	Tco_006960
ko:K09651	Tco_006967
ko:K07418	Tco_006968
ko:K03234	Tco_006970
ko:K17284	Tco_006971
ko:K03841	Tco_006973
ko:K02202	Tco_006974
ko:K17279	Tco_006975
ko:K04280	Tco_006976
ko:K00504	Tco_006977
ko:K01669	Tco_006979
ko:K07305	Tco_006980
ko:K01530	Tco_006982
ko:K14802	Tco_006982
ko:K15732	Tco_006987
ko:K04550	Tco_006991
ko:K18655	Tco_006994
ko:K02887	Tco_006997
ko:K07414	Tco_006998
ko:K07418	Tco_006998
ko:K07419	Tco_006998
ko:K07422	Tco_006998
ko:K14985	Tco_006998
ko:K07418	Tco_006999
ko:K07414	Tco_007001
ko:K07418	Tco_007001
ko:K07419	Tco_007001
ko:K07422	Tco_007001
ko:K14985	Tco_007001
ko:K07418	Tco_007004
ko:K07422	Tco_007005
ko:K07414	Tco_007007
ko:K07418	Tco_007007
ko:K07419	Tco_007007
ko:K07422	Tco_007007
ko:K14985	Tco_007007
ko:K07414	Tco_007008
ko:K07418	Tco_007008
ko:K07419	Tco_007008
ko:K07422	Tco_007008
ko:K14985	Tco_007008
ko:K07414	Tco_007013
ko:K07418	Tco_007013
ko:K07419	Tco_007013
ko:K07422	Tco_007013
ko:K14985	Tco_007013
ko:K07422	Tco_007014
ko:K07418	Tco_007016
ko:K07414	Tco_007017
ko:K07418	Tco_007017
ko:K07419	Tco_007017
ko:K07422	Tco_007017
ko:K14985	Tco_007017
ko:K07418	Tco_007018
ko:K07414	Tco_007020
ko:K07418	Tco_007020
ko:K07419	Tco_007020
ko:K07422	Tco_007020
ko:K14985	Tco_007020
ko:K07422	Tco_007021
ko:K07414	Tco_007023
ko:K07418	Tco_007023
ko:K07419	Tco_007023
ko:K07422	Tco_007023
ko:K14985	Tco_007023
ko:K07414	Tco_007024
ko:K07418	Tco_007024
ko:K07419	Tco_007024
ko:K07422	Tco_007024
ko:K14985	Tco_007024
ko:K07422	Tco_007025
ko:K01185	Tco_007063
ko:K13915	Tco_007063
ko:K19178	Tco_007067
ko:K00503	Tco_007089
ko:K00503	Tco_007090
ko:K10902	Tco_007091
ko:K12379	Tco_007107
ko:K07915	Tco_007108
ko:K07915	Tco_007109
ko:K04354	Tco_007123
ko:K12819	Tco_007125
ko:K04043	Tco_007129
ko:K00884	Tco_007142
ko:K08669	Tco_007142
ko:K14459	Tco_007148
ko:K08471	Tco_007152
ko:K08471	Tco_007153
ko:K06236	Tco_007154
ko:K05323	Tco_007155
ko:K17800	Tco_007161
ko:K12305	Tco_007162
ko:K14643	Tco_007162
ko:K04358	Tco_007170
ko:K14165	Tco_007172
ko:K10799	Tco_007175
ko:K07573	Tco_007176
ko:K15255	Tco_007177
ko:K10398	Tco_007181
ko:K18622	Tco_007183
ko:K06839	Tco_007189
ko:K08793	Tco_007196
ko:K18123	Tco_007199
ko:K07912	Tco_007204
ko:K18932	Tco_007205
ko:K02147	Tco_007206
ko:K15113	Tco_007207
ko:K08220	Tco_007213
ko:K12306	Tco_007213
ko:K08220	Tco_007214
ko:K12306	Tco_007214
ko:K15197	Tco_007216
ko:K19716	Tco_007217
ko:K14719	Tco_007219
ko:K09318	Tco_007220
ko:K14862	Tco_007221
ko:K15173	Tco_007221
ko:K02898	Tco_007223
ko:K00522	Tco_007224
ko:K10990	Tco_007225
ko:K15700	Tco_007225
ko:K17603	Tco_007232
ko:K19519	Tco_007244
ko:K20234	Tco_007250
ko:K18405	Tco_007254
ko:K00011	Tco_007257
ko:K14035	Tco_007259
ko:K08497	Tco_007260
ko:K15216	Tco_007262
ko:K08462	Tco_007263
ko:K00357	Tco_007264
ko:K22376	Tco_007265
ko:K22376	Tco_007266
ko:K00629	Tco_007267
ko:K08220	Tco_007278
ko:K12306	Tco_007278
ko:K00181	Tco_007280
ko:K09478	Tco_007281
ko:K08516	Tco_007284
ko:K15340	Tco_007285
ko:K00736	Tco_007286
ko:K11862	Tco_007287
ko:K03883	Tco_007313
ko:K04350	Tco_007324
ko:K04911	Tco_007324
ko:K09673	Tco_007324
ko:K15199	Tco_007324
ko:K17583	Tco_007324
ko:K07117	Tco_007342
ko:K11424	Tco_007342
ko:K15588	Tco_007342
ko:K05866	Tco_007343
ko:K05867	Tco_007343
ko:K06645	Tco_007343
ko:K16723	Tco_007343
ko:K06201	Tco_007349
ko:K02259	Tco_007350
ko:K14001	Tco_007352
ko:K11278	Tco_007354
ko:K11321	Tco_007355
ko:K15703	Tco_007358
ko:K01081	Tco_007360
ko:K12755	Tco_007362
ko:K12757	Tco_007363
ko:K04362	Tco_007366
ko:K05093	Tco_007366
ko:K05094	Tco_007366
ko:K01176	Tco_007368
ko:K01176	Tco_007369
ko:K20007	Tco_007373
ko:K15127	Tco_007376
ko:K06210	Tco_007379
ko:K04140	Tco_007381
ko:K06678	Tco_007422
ko:K18710	Tco_007424
ko:K19041	Tco_007425
ko:K19041	Tco_007431
ko:K18751	Tco_007433
ko:K19399	Tco_007435
ko:K13121	Tco_007439
ko:K17582	Tco_007444
ko:K04139	Tco_007446
ko:K11488	Tco_007451
ko:K20193	Tco_007452
ko:K09317	Tco_007453
ko:K14020	Tco_007462
ko:K05727	Tco_007463
ko:K13708	Tco_007463
ko:K00280	Tco_007464
ko:K01836	Tco_007466
ko:K21626	Tco_007468
ko:K04974	Tco_007473
ko:K13711	Tco_007474
ko:K12824	Tco_007475
ko:K14283	Tco_007476
ko:K15263	Tco_007478
ko:K07944	Tco_007481
ko:K16575	Tco_007483
ko:K01228	Tco_007484
ko:K01510	Tco_007489
ko:K04136	Tco_007491
ko:K04135	Tco_007493
ko:K04165	Tco_007493
ko:K22380	Tco_007495
ko:K14766	Tco_007497
ko:K15141	Tco_007498
ko:K11142	Tco_007499
ko:K08291	Tco_007504
ko:K08291	Tco_007505
ko:K08291	Tco_007507
ko:K15014	Tco_007509
ko:K10082	Tco_007514
ko:K14459	Tco_007515
ko:K05313	Tco_007518
ko:K05313	Tco_007519
ko:K05313	Tco_007520
ko:K05313	Tco_007522
ko:K05313	Tco_007523
ko:K05313	Tco_007524
ko:K05242	Tco_007525
ko:K05243	Tco_007525
ko:K05313	Tco_007526
ko:K01836	Tco_007527
ko:K13624	Tco_007528
ko:K14735	Tco_007528
ko:K04008	Tco_007529
ko:K17785	Tco_007531
ko:K19022	Tco_007532
ko:K09341	Tco_007536
ko:K09343	Tco_007544
ko:K09352	Tco_007544
ko:K09995	Tco_007544
ko:K09995	Tco_007547
ko:K09353	Tco_007548
ko:K09353	Tco_007551
ko:K15607	Tco_007552
ko:K09349	Tco_007555
ko:K08030	Tco_007557
ko:K09350	Tco_007557
ko:K20346	Tco_007564
ko:K02180	Tco_007565
ko:K20800	Tco_007566
ko:K20011	Tco_007567
ko:K09214	Tco_007568
ko:K19368	Tco_007590
ko:K08155	Tco_007599
ko:K10659	Tco_007623
ko:K03108	Tco_007624
ko:K04153	Tco_007630
ko:K08669	Tco_007632
ko:K21032	Tco_007633
ko:K21032	Tco_007634
ko:K13171	Tco_007642
ko:K06569	Tco_007644
ko:K14284	Tco_007648
ko:K05752	Tco_007649
ko:K07554	Tco_007649
ko:K17430	Tco_007650
ko:K15178	Tco_007652
ko:K04912	Tco_007655
ko:K03062	Tco_007656
ko:K01106	Tco_007658
ko:K00844	Tco_007660
ko:K20799	Tco_007661
ko:K04362	Tco_007663
ko:K12378	Tco_007663
ko:K07575	Tco_007666
ko:K21919	Tco_007667
ko:K08836	Tco_007670
ko:K08492	Tco_007672
ko:K08492	Tco_007673
ko:K02431	Tco_007674
ko:K14831	Tco_007679
ko:K10262	Tco_007680
ko:K03341	Tco_007683
ko:K16449	Tco_007689
ko:K01931	Tco_007691
ko:K12854	Tco_007695
ko:K18211	Tco_007697
ko:K15001	Tco_007698
ko:K15001	Tco_007699
ko:K18188	Tco_007700
ko:K12874	Tco_007702
ko:K01759	Tco_007703
ko:K20364	Tco_007704
ko:K15212	Tco_007705
ko:K01958	Tco_007706
ko:K05210	Tco_007707
ko:K08824	Tco_007709
ko:K05678	Tco_007710
ko:K10479	Tco_007711
ko:K17562	Tco_007712
ko:K02867	Tco_007713
ko:K14648	Tco_007714
ko:K14648	Tco_007715
ko:K14648	Tco_007716
ko:K00863	Tco_007717
ko:K14648	Tco_007718
ko:K00863	Tco_007719
ko:K00863	Tco_007720
ko:K00863	Tco_007721
ko:K02946	Tco_007722
ko:K13187	Tco_007723
ko:K05746	Tco_007725
ko:K14648	Tco_007726
ko:K00863	Tco_007727
ko:K14648	Tco_007728
ko:K00863	Tco_007729
ko:K00863	Tco_007730
ko:K00863	Tco_007731
ko:K02946	Tco_007732
ko:K13187	Tco_007733
ko:K09407	Tco_007735
ko:K09407	Tco_007736
ko:K00486	Tco_007737
ko:K10896	Tco_007738
ko:K15047	Tco_007741
ko:K01511	Tco_007742
ko:K01511	Tco_007743
ko:K09849	Tco_007744
ko:K18184	Tco_007745
ko:K02209	Tco_007751
ko:K18164	Tco_007753
ko:K20228	Tco_007754
ko:K08029	Tco_007756
ko:K09342	Tco_007757
ko:K12619	Tco_007759
ko:K11884	Tco_007760
ko:K13254	Tco_007761
ko:K10093	Tco_007762
ko:K11304	Tco_007766
ko:K03025	Tco_007767
ko:K03109	Tco_007768
ko:K05746	Tco_007769
ko:K00222	Tco_007770
ko:K19532	Tco_007770
ko:K21752	Tco_007771
ko:K09326	Tco_007775
ko:K18490	Tco_007775
ko:K09326	Tco_007776
ko:K18490	Tco_007776
ko:K07418	Tco_007778
ko:K14985	Tco_007778
ko:K04131	Tco_007781
ko:K03015	Tco_007784
ko:K09186	Tco_007784
ko:K14832	Tco_007785
ko:K15426	Tco_007786
ko:K20354	Tco_007795
ko:K13751	Tco_007799
ko:K13752	Tco_007799
ko:K13753	Tco_007799
ko:K03687	Tco_007803
ko:K08000	Tco_007805
ko:K01719	Tco_007807
ko:K15075	Tco_007809
ko:K20167	Tco_007810
ko:K20775	Tco_007811
ko:K12869	Tco_007812
ko:K08145	Tco_007813
ko:K08145	Tco_007814
ko:K08145	Tco_007815
ko:K16942	Tco_007817
ko:K16942	Tco_007819
ko:K16943	Tco_007819
ko:K10176	Tco_007821
ko:K03495	Tco_007827
ko:K00798	Tco_007828
ko:K16362	Tco_007836
ko:K06269	Tco_007838
ko:K06269	Tco_007839
ko:K06269	Tco_007840
ko:K04559	Tco_007841
ko:K10408	Tco_007842
ko:K17260	Tco_007843
ko:K07193	Tco_007844
ko:K12459	Tco_007844
ko:K19361	Tco_007845
ko:K06269	Tco_007847
ko:K06269	Tco_007848
ko:K06269	Tco_007849
ko:K02934	Tco_007850
ko:K16896	Tco_007851
ko:K07851	Tco_007863
ko:K00522	Tco_007865
ko:K00869	Tco_007867
ko:K16810	Tco_007868
ko:K16810	Tco_007869
ko:K13139	Tco_007870
ko:K15153	Tco_007871
ko:K08202	Tco_007872
ko:K08202	Tco_007873
ko:K08202	Tco_007875
ko:K01128	Tco_007876
ko:K07466	Tco_007877
ko:K08202	Tco_007879
ko:K13754	Tco_007881
ko:K19201	Tco_007883
ko:K04429	Tco_007884
ko:K04429	Tco_007886
ko:K09598	Tco_007888
ko:K14574	Tco_007890
ko:K01016	Tco_007891
ko:K01016	Tco_007892
ko:K10276	Tco_007893
ko:K00306	Tco_007894
ko:K14388	Tco_007895
ko:K16056	Tco_007896
ko:K15449	Tco_007902
ko:K06965	Tco_007904
ko:K09027	Tco_007905
ko:K05668	Tco_007908
ko:K21863	Tco_007908
ko:K01672	Tco_007909
ko:K19672	Tco_007910
ko:K15152	Tco_007912
ko:K04552	Tco_007913
ko:K16684	Tco_007915
ko:K04266	Tco_007917
ko:K04429	Tco_007919
ko:K16518	Tco_007922
ko:K20478	Tco_007930
ko:K10859	Tco_007932
ko:K08269	Tco_007933
ko:K06989	Tco_007934
ko:K04646	Tco_007935
ko:K04429	Tco_007936
ko:K14411	Tco_007941
ko:K14411	Tco_007946
ko:K13989	Tco_007947
ko:K19737	Tco_007947
ko:K17508	Tco_007948
ko:K10994	Tco_007950
ko:K10995	Tco_007950
ko:K18467	Tco_007951
ko:K13152	Tco_007960
ko:K00419	Tco_007961
ko:K15078	Tco_007962
ko:K08752	Tco_007963
ko:K08753	Tco_007963
ko:K08756	Tco_007963
ko:K03239	Tco_007964
ko:K03143	Tco_007965
ko:K05357	Tco_007966
ko:K13174	Tco_007967
ko:K10362	Tco_007968
ko:K17501	Tco_007969
ko:K10473	Tco_007970
ko:K11124	Tco_007973
ko:K20131	Tco_007974
ko:K16794	Tco_007975
ko:K11393	Tco_007977
ko:K03255	Tco_007978
ko:K11292	Tco_007980
ko:K18723	Tco_007982
ko:K05766	Tco_007984
ko:K11497	Tco_007985
ko:K15171	Tco_007987
ko:K22421	Tco_007988
ko:K10722	Tco_007989
ko:K13345	Tco_007990
ko:K07192	Tco_007992
ko:K15423	Tco_007993
ko:K00871	Tco_007994
ko:K09115	Tco_007994
ko:K09113	Tco_007995
ko:K09113	Tco_007996
ko:K14822	Tco_007997
ko:K08683	Tco_008000
ko:K17266	Tco_008002
ko:K16308	Tco_008003
ko:K00248	Tco_008005
ko:K20032	Tco_008006
ko:K10871	Tco_008008
ko:K07876	Tco_008010
ko:K13703	Tco_008011
ko:K16756	Tco_008012
ko:K10870	Tco_008013
ko:K21847	Tco_008014
ko:K20182	Tco_008015
ko:K03434	Tco_008017
ko:K20456	Tco_008020
ko:K10696	Tco_008021
ko:K11825	Tco_008024
ko:K12392	Tco_008024
ko:K20030	Tco_008026
ko:K12353	Tco_008028
ko:K01623	Tco_008030
ko:K00871	Tco_008033
ko:K10666	Tco_008034
ko:K15100	Tco_008035
ko:K06630	Tco_008040
ko:K07253	Tco_008042
ko:K03252	Tco_008043
ko:K14857	Tco_008044
ko:K07935	Tco_008045
ko:K17725	Tco_008048
ko:K10599	Tco_008049
ko:K10356	Tco_008050
ko:K06883	Tco_008051
ko:K07752	Tco_008052
ko:K07752	Tco_008053
ko:K02358	Tco_008054
ko:K17767	Tco_008055
ko:K07418	Tco_008056
ko:K14985	Tco_008056
ko:K10720	Tco_008057
ko:K14809	Tco_008058
ko:K16833	Tco_008058
ko:K04599	Tco_008062
ko:K20129	Tco_008063
ko:K07997	Tco_008065
ko:K08002	Tco_008065
ko:K08003	Tco_008065
ko:K08470	Tco_008067
ko:K06641	Tco_008069
ko:K01047	Tco_008072
ko:K12856	Tco_008074
ko:K15637	Tco_008075
ko:K14779	Tco_008076
ko:K04794	Tco_008077
ko:K15447	Tco_008078
ko:K02893	Tco_008079
ko:K06628	Tco_008080
ko:K07253	Tco_008081
ko:K10028	Tco_008081
ko:K15923	Tco_008081
ko:K20359	Tco_008081
ko:K10733	Tco_008083
ko:K09848	Tco_008084
ko:K09849	Tco_008084
ko:K14568	Tco_008086
ko:K20299	Tco_008087
ko:K14780	Tco_008088
ko:K08439	Tco_008090
ko:K20308	Tco_008092
ko:K17425	Tco_008093
ko:K11293	Tco_008094
ko:K18592	Tco_008098
ko:K18592	Tco_008099
ko:K04560	Tco_008100
ko:K14843	Tco_008100
ko:K01907	Tco_008106
ko:K05302	Tco_008107
ko:K17529	Tco_008108
ko:K02266	Tco_008109
ko:K15523	Tco_008110
ko:K19944	Tco_008117
ko:K15137	Tco_008119
ko:K06811	Tco_008120
ko:K10877	Tco_008120
ko:K11292	Tco_008121
ko:K18628	Tco_008126
ko:K10301	Tco_008127
ko:K18592	Tco_008128
ko:K18592	Tco_008129
ko:K14318	Tco_008130
ko:K09313	Tco_008132
ko:K09313	Tco_008134
ko:K09313	Tco_008135
ko:K11153	Tco_008140
ko:K19384	Tco_008141
ko:K02878	Tco_008142
ko:K20095	Tco_008143
ko:K04688	Tco_008144
ko:K13240	Tco_008145
ko:K10766	Tco_008149
ko:K00767	Tco_008151
ko:K20007	Tco_008154
ko:K20007	Tco_008156
ko:K00469	Tco_008157
ko:K09458	Tco_008161
ko:K15414	Tco_008163
ko:K17968	Tco_008164
ko:K20187	Tco_008165
ko:K10408	Tco_008166
ko:K06127	Tco_008167
ko:K10418	Tco_008168
ko:K12890	Tco_008169
ko:K00799	Tco_008171
ko:K01195	Tco_008172
ko:K16473	Tco_008173
ko:K15074	Tco_008174
ko:K17599	Tco_008176
ko:K17871	Tco_008178
ko:K05760	Tco_008183
ko:K14570	Tco_008185
ko:K12480	Tco_008186
ko:K17591	Tco_008187
ko:K10632	Tco_008188
ko:K05037	Tco_008189
ko:K19938	Tco_008192
ko:K19939	Tco_008192
ko:K08052	Tco_008194
ko:K02331	Tco_008196
ko:K10575	Tco_008196
ko:K21248	Tco_008200
ko:K11669	Tco_008202
ko:K02331	Tco_008203
ko:K13098	Tco_008206
ko:K02857	Tco_008208
ko:K02857	Tco_008209
ko:K20007	Tco_008210
ko:K10341	Tco_008211
ko:K10342	Tco_008211
ko:K00905	Tco_008213
ko:K20173	Tco_008215
ko:K11428	Tco_008217
ko:K02156	Tco_008218
ko:K18592	Tco_008219
ko:K00505	Tco_008220
ko:K16904	Tco_008223
ko:K00910	Tco_008224
ko:K13099	Tco_008225
ko:K04468	Tco_008226
ko:K13128	Tco_008229
ko:K14615	Tco_008231
ko:K05743	Tco_008234
ko:K01021	Tco_008236
ko:K01755	Tco_008237
ko:K15688	Tco_008238
ko:K14158	Tco_008239
ko:K14383	Tco_008239
ko:K00908	Tco_008242
ko:K07359	Tco_008242
ko:K15157	Tco_008245
ko:K00026	Tco_008246
ko:K14445	Tco_008251
ko:K10640	Tco_008254
ko:K01672	Tco_008255
ko:K10644	Tco_008256
ko:K10755	Tco_008257
ko:K07921	Tco_008259
ko:K07922	Tco_008259
ko:K07921	Tco_008261
ko:K07922	Tco_008261
ko:K08878	Tco_008261
ko:K06883	Tco_008262
ko:K05756	Tco_008263
ko:K10147	Tco_008264
ko:K01431	Tco_008267
ko:K11088	Tco_008269
ko:K21032	Tco_008270
ko:K14085	Tco_008273
ko:K15271	Tco_008274
ko:K13347	Tco_008277
ko:K02599	Tco_008278
ko:K04595	Tco_008278
ko:K06734	Tco_008278
ko:K08585	Tco_008279
ko:K13175	Tco_008280
ko:K00999	Tco_008281
ko:K14771	Tco_008284
ko:K11320	Tco_008285
ko:K13240	Tco_008287
ko:K05648	Tco_008289
ko:K05648	Tco_008290
ko:K05648	Tco_008291
ko:K08495	Tco_008295
ko:K20404	Tco_008299
ko:K00888	Tco_008300
ko:K00888	Tco_008301
ko:K17809	Tco_008303
ko:K02830	Tco_008304
ko:K17815	Tco_008305
ko:K05036	Tco_008307
ko:K17981	Tco_008308
ko:K17989	Tco_008309
ko:K16574	Tco_008311
ko:K07915	Tco_008314
ko:K10756	Tco_008314
ko:K18529	Tco_008315
ko:K17973	Tco_008317
ko:K09542	Tco_008318
ko:K14016	Tco_008322
ko:K20804	Tco_008328
ko:K15523	Tco_008330
ko:K20804	Tco_008335
ko:K10175	Tco_008336
ko:K05291	Tco_008337
ko:K14973	Tco_008339
ko:K10395	Tco_008340
ko:K12870	Tco_008341
ko:K13675	Tco_008341
ko:K14972	Tco_008342
ko:K17849	Tco_008343
ko:K09272	Tco_008344
ko:K08051	Tco_008345
ko:K07996	Tco_008347
ko:K07997	Tco_008347
ko:K07763	Tco_008349
ko:K07995	Tco_008349
ko:K07996	Tco_008349
ko:K07997	Tco_008349
ko:K08002	Tco_008349
ko:K08003	Tco_008349
ko:K17431	Tco_008352
ko:K13118	Tco_008354
ko:K22387	Tco_008355
ko:K14638	Tco_008357
ko:K04646	Tco_008359
ko:K20347	Tco_008360
ko:K02881	Tco_008361
ko:K14855	Tco_008362
ko:K16273	Tco_008363
ko:K17402	Tco_008364
ko:K19528	Tco_008364
ko:K03941	Tco_008366
ko:K10421	Tco_008367
ko:K11414	Tco_008369
ko:K10588	Tco_008370
ko:K04560	Tco_008371
ko:K04560	Tco_008372
ko:K04560	Tco_008373
ko:K04560	Tco_008374
ko:K07936	Tco_008375
ko:K19306	Tco_008376
ko:K19374	Tco_008377
ko:K12185	Tco_008378
ko:K14787	Tco_008379
ko:K09372	Tco_008380
ko:K10742	Tco_008382
ko:K15376	Tco_008382
ko:K11648	Tco_008383
ko:K09498	Tco_008384
ko:K03008	Tco_008385
ko:K10176	Tco_008386
ko:K10177	Tco_008386
ko:K01106	Tco_008388
ko:K01672	Tco_008390
ko:K00318	Tco_008391
ko:K04371	Tco_008393
ko:K03354	Tco_008395
ko:K16942	Tco_008396
ko:K16943	Tco_008396
ko:K15164	Tco_008399
ko:K00232	Tco_008401
ko:K15507	Tco_008402
ko:K18419	Tco_008403
ko:K10463	Tco_008408
ko:K01079	Tco_008410
ko:K11666	Tco_008411
ko:K19332	Tco_008414
ko:K04650	Tco_008416
ko:K10608	Tco_008418
ko:K20194	Tco_008421
ko:K20629	Tco_008423
ko:K08509	Tco_008424
ko:K20194	Tco_008425
ko:K20629	Tco_008427
ko:K08509	Tco_008428
ko:K01176	Tco_008429
ko:K01148	Tco_008430
ko:K05853	Tco_008431
ko:K01841	Tco_008432
ko:K21437	Tco_008433
ko:K13139	Tco_008434
ko:K11422	Tco_008435
ko:K00327	Tco_008436
ko:K14711	Tco_008439
ko:K11994	Tco_008440
ko:K11995	Tco_008440
ko:K11851	Tco_008441
ko:K12487	Tco_008442
ko:K15332	Tco_008443
ko:K15306	Tco_008444
ko:K09586	Tco_008445
ko:K01047	Tco_008447
ko:K14445	Tco_008448
ko:K10598	Tco_008449
ko:K13201	Tco_008450
ko:K21270	Tco_008461
ko:K21270	Tco_008462
ko:K01897	Tco_008488
ko:K03883	Tco_008504
ko:K01277	Tco_008514
ko:K01097	Tco_008515
ko:K01277	Tco_008518
ko:K02321	Tco_008519
ko:K04406	Tco_008525
ko:K08833	Tco_008525
ko:K05607	Tco_008527
ko:K05901	Tco_008529
ko:K01904	Tco_008540
ko:K14440	Tco_008547
ko:K09324	Tco_008555
ko:K08744	Tco_008556
ko:K20822	Tco_008557
ko:K17601	Tco_008558
ko:K11310	Tco_008562
ko:K08033	Tco_008565
ko:K09079	Tco_008565
ko:K09080	Tco_008565
ko:K10765	Tco_008577
ko:K11757	Tco_008580
ko:K16343	Tco_008581
ko:K14415	Tco_008582
ko:K14571	Tco_008583
ko:K22382	Tco_008584
ko:K12590	Tco_008585
ko:K17600	Tco_008587
ko:K20184	Tco_008591
ko:K04905	Tco_008595
ko:K13728	Tco_008598
ko:K13101	Tco_008600
ko:K13566	Tco_008600
ko:K14388	Tco_008611
ko:K00889	Tco_008618
ko:K09336	Tco_008637
ko:K07880	Tco_008651
ko:K07881	Tco_008651
ko:K02580	Tco_008656
ko:K04469	Tco_008656
ko:K02580	Tco_008661
ko:K17339	Tco_008663
ko:K04505	Tco_008667
ko:K19919	Tco_008675
ko:K20412	Tco_008675
ko:K13526	Tco_008679
ko:K14951	Tco_008679
ko:K05657	Tco_008680
ko:K20967	Tco_008681
ko:K05954	Tco_008682
ko:K04453	Tco_008683
ko:K20794	Tco_008684
ko:K10862	Tco_008685
ko:K05127	Tco_008689
ko:K03027	Tco_008690
ko:K11827	Tco_008691
ko:K00774	Tco_008692
ko:K05868	Tco_008692
ko:K21770	Tco_008692
ko:K12402	Tco_008695
ko:K02580	Tco_008716
ko:K14613	Tco_008717
ko:K17917	Tco_008717
ko:K20840	Tco_008717
ko:K21893	Tco_008728
ko:K01068	Tco_008730
ko:K10411	Tco_008730
ko:K16476	Tco_008731
ko:K16477	Tco_008731
ko:K19511	Tco_008732
ko:K06051	Tco_008735
ko:K00658	Tco_008736
ko:K20211	Tco_008739
ko:K07390	Tco_008743
ko:K19511	Tco_008744
ko:K11976	Tco_008748
ko:K08869	Tco_008749
ko:K12822	Tco_008755
ko:K17916	Tco_008756
ko:K17916	Tco_008757
ko:K00552	Tco_008758
ko:K10481	Tco_008761
ko:K11578	Tco_008761
ko:K19998	Tco_008762
ko:K04662	Tco_008764
ko:K21283	Tco_008764
ko:K20012	Tco_008766
ko:K14693	Tco_008767
ko:K21766	Tco_008769
ko:K10435	Tco_008775
ko:K15142	Tco_008776
ko:K15174	Tco_008777
ko:K08869	Tco_008780
ko:K18159	Tco_008782
ko:K00621	Tco_008783
ko:K00621	Tco_008784
ko:K08268	Tco_008787
ko:K08268	Tco_008788
ko:K04378	Tco_008789
ko:K00683	Tco_008791
ko:K15308	Tco_008806
ko:K18753	Tco_008806
ko:K00791	Tco_008824
ko:K15307	Tco_008825
ko:K00735	Tco_008826
ko:K10158	Tco_008826
