KOG	Genes
S	Tco_013920
L	Tco_013925
T	Tco_013928
T	Tco_013932
S	Tco_013938
PT	Tco_013943
V	Tco_013944
A	Tco_013947
A	Tco_013948
A	Tco_013949
A	Tco_013950
A	Tco_013951
L	Tco_013970
S	Tco_013974
C	Tco_013975
GM	Tco_013977
S	Tco_013978
C	Tco_013979
GM	Tco_013981
O	Tco_013982
T	Tco_013983
T	Tco_013984
T	Tco_014010
T	Tco_014011
L	Tco_014012
P	Tco_014013
P	Tco_014014
I	Tco_014023
S	Tco_014024
E	Tco_014025
O	Tco_014026
PT	Tco_014027
L	Tco_014033
S	Tco_014034
S	Tco_014035
T	Tco_014041
Z	Tco_014042
BK	Tco_014044
L	Tco_014045
S	Tco_014052
S	Tco_014053
M	Tco_014054
L	Tco_014058
M	Tco_014059
F	Tco_014063
TV	Tco_014064
I	Tco_014066
J	Tco_014067
J	Tco_014068
I	Tco_014069
TV	Tco_014070
F	Tco_014071
S	Tco_014096
J	Tco_014101
T	Tco_014103
OU	Tco_014105
E	Tco_014106
A	Tco_014107
O	Tco_014108
O	Tco_014111
K	Tco_014112
S	Tco_014113
T	Tco_014115
S	Tco_014116
S	Tco_014117
G	Tco_014120
G	Tco_014121
S	Tco_014124
S	Tco_014125
P	Tco_014130
K	Tco_014134
K	Tco_014138
S	Tco_014145
K	Tco_014148
E	Tco_014161
S	Tco_014162
S	Tco_014163
J	Tco_014164
K	Tco_014165
T	Tco_014166
K	Tco_014171
O	Tco_014172
S	Tco_014173
K	Tco_014174
A	Tco_014175
G	Tco_014176
U	Tco_014182
U	Tco_014183
U	Tco_014184
G	Tco_014187
P	Tco_014195
P	Tco_014197
A	Tco_014198
L	Tco_014215
B	Tco_014219
S	Tco_014220
B	Tco_014223
S	Tco_014224
E	Tco_014227
U	Tco_014228
S	Tco_014229
E	Tco_014230
U	Tco_014231
S	Tco_014232
S	Tco_014234
S	Tco_014235
T	Tco_014236
MW	Tco_014236
S	Tco_014238
S	Tco_014239
T	Tco_014240
MW	Tco_014240
MW	Tco_014241
MW	Tco_014242
S	Tco_014251
S	Tco_014264
K	Tco_014265
A	Tco_014266
T	Tco_014280
S	Tco_014287
S	Tco_014288
K	Tco_014291
S	Tco_014295
S	Tco_014298
K	Tco_014299
K	Tco_014301
Q	Tco_014302
Q	Tco_014304
Q	Tco_014307
K	Tco_014311
Q	Tco_014313
Q	Tco_014314
S	Tco_014315
Q	Tco_014316
Q	Tco_014320
Q	Tco_014321
C	Tco_014322
B	Tco_014324
T	Tco_014327
S	Tco_014328
U	Tco_014336
S	Tco_014337
P	Tco_014338
P	Tco_014340
P	Tco_014341
P	Tco_014343
O	Tco_014352
K	Tco_014353
K	Tco_014360
L	Tco_014363
B	Tco_014367
E	Tco_014369
M	Tco_014375
C	Tco_014376
S	Tco_014377
W	Tco_014378
T	Tco_014379
K	Tco_014385
T	Tco_014386
T	Tco_014388
BD	Tco_014390
T	Tco_014391
S	Tco_014393
O	Tco_014394
S	Tco_014395
P	Tco_014397
O	Tco_014398
I	Tco_014400
A	Tco_014401
Q	Tco_014406
IT	Tco_014409
A	Tco_014415
A	Tco_014416
L	Tco_014418
CH	Tco_014422
O	Tco_014423
A	Tco_014424
L	Tco_014429
T	Tco_014431
S	Tco_014436
S	Tco_014437
T	Tco_014439
J	Tco_014442
S	Tco_014444
S	Tco_014445
S	Tco_014446
S	Tco_014458
L	Tco_014460
S	Tco_014463
M	Tco_014469
T	Tco_014472
S	Tco_014476
S	Tco_014477
J	Tco_014478
S	Tco_014479
J	Tco_014481
T	Tco_014482
T	Tco_014483
K	Tco_014491
S	Tco_014497
T	Tco_014504
T	Tco_014508
S	Tco_014510
S	Tco_014516
G	Tco_014518
S	Tco_014520
E	Tco_014521
S	Tco_014523
U	Tco_014524
U	Tco_014525
U	Tco_014527
M	Tco_014528
J	Tco_014530
S	Tco_014532
S	Tco_014534
S	Tco_014535
T	Tco_014536
I	Tco_014539
L	Tco_014545
A	Tco_014546
T	Tco_014547
S	Tco_014550
T	Tco_014551
BD	Tco_014552
T	Tco_014554
S	Tco_014559
C	Tco_014570
J	Tco_014579
U	Tco_014581
L	Tco_014585
O	Tco_014587
T	Tco_014594
BD	Tco_014599
K	Tco_014603
T	Tco_014606
S	Tco_014609
S	Tco_014610
T	Tco_014614
T	Tco_014615
L	Tco_014626
Z	Tco_014631
H	Tco_014634
I	Tco_014635
O	Tco_014637
F	Tco_014638
F	Tco_014639
G	Tco_014640
L	Tco_014643
K	Tco_014654
O	Tco_014655
T	Tco_014657
A	Tco_014658
S	Tco_014661
S	Tco_014662
S	Tco_014666
U	Tco_014668
T	Tco_014669
S	Tco_014670
L	Tco_014671
D	Tco_014682
P	Tco_014703
W	Tco_014705
T	Tco_014706
W	Tco_014708
G	Tco_014710
TU	Tco_014711
O	Tco_014713
S	Tco_014714
PT	Tco_014715
J	Tco_014716
O	Tco_014717
S	Tco_014718
K	Tco_014721
K	Tco_014726
O	Tco_014727
K	Tco_014729
L	Tco_014730
S	Tco_014733
K	Tco_014735
A	Tco_014814
U	Tco_014815
S	Tco_014816
I	Tco_014817
S	Tco_014818
H	Tco_014819
A	Tco_014820
T	Tco_014821
I	Tco_014822
I	Tco_014823
S	Tco_014824
N	Tco_014829
O	Tco_014830
O	Tco_014831
O	Tco_014832
O	Tco_014833
J	Tco_014834
G	Tco_014835
H	Tco_014837
A	Tco_014838
S	Tco_014839
S	Tco_014840
O	Tco_014841
I	Tco_014842
H	Tco_014851
O	Tco_014852
O	Tco_014853
S	Tco_014860
I	Tco_014863
I	Tco_014873
S	Tco_014874
BD	Tco_014876
P	Tco_014877
P	Tco_014878
O	Tco_014879
L	Tco_014880
K	Tco_014881
G	Tco_014884
S	Tco_014885
L	Tco_014886
S	Tco_014887
Z	Tco_014888
K	Tco_014889
I	Tco_014890
F	Tco_014891
J	Tco_014892
K	Tco_014893
U	Tco_014895
E	Tco_014897
K	Tco_014916
J	Tco_014917
F	Tco_014918
S	Tco_014919
T	Tco_014919
J	Tco_014920
S	Tco_014921
C	Tco_014923
J	Tco_014924
E	Tco_014925
U	Tco_014931
E	Tco_014933
E	Tco_014934
I	Tco_014935
O	Tco_014936
S	Tco_014938
G	Tco_014941
ADK	Tco_014943
T	Tco_014945
TZ	Tco_014946
T	Tco_014947
T	Tco_014950
K	Tco_014952
TZ	Tco_014953
K	Tco_014954
J	Tco_014955
J	Tco_014956
P	Tco_014958
L	Tco_014960
S	Tco_014961
P	Tco_014962
C	Tco_014963
T	Tco_014964
O	Tco_014965
GMW	Tco_014966
GMW	Tco_014968
P	Tco_014969
P	Tco_014970
P	Tco_014972
Q	Tco_014973
P	Tco_014973
S	Tco_014977
T	Tco_014978
S	Tco_014980
S	Tco_014981
J	Tco_014982
J	Tco_014983
S	Tco_014984
S	Tco_014985
S	Tco_014986
J	Tco_014987
T	Tco_014988
I	Tco_014989
F	Tco_014990
F	Tco_014991
TZ	Tco_014992
S	Tco_014993
S	Tco_014994
CE	Tco_014995
T	Tco_014996
DZ	Tco_014998
K	Tco_015002
J	Tco_015004
J	Tco_015005
O	Tco_015006
S	Tco_015007
O	Tco_015011
S	Tco_015014
O	Tco_015019
O	Tco_015020
O	Tco_015021
O	Tco_015022
O	Tco_015023
K	Tco_015024
S	Tco_015027
G	Tco_015029
A	Tco_015030
J	Tco_015031
E	Tco_015032
P	Tco_015033
S	Tco_015034
T	Tco_015036
U	Tco_015037
T	Tco_015038
U	Tco_015039
S	Tco_015040
S	Tco_015041
KU	Tco_015042
J	Tco_015044
L	Tco_015045
A	Tco_015046
O	Tco_015047
S	Tco_015048
T	Tco_015050
S	Tco_015053
T	Tco_015054
M	Tco_015055
L	Tco_015056
S	Tco_015057
S	Tco_015068
S	Tco_015070
EI	Tco_015071
A	Tco_015072
S	Tco_015080
S	Tco_015081
P	Tco_015084
I	Tco_015085
L	Tco_015086
K	Tco_015087
T	Tco_015088
T	Tco_015089
S	Tco_015090
S	Tco_015091
S	Tco_015092
O	Tco_015093
TU	Tco_015094
TU	Tco_015096
F	Tco_015097
S	Tco_015098
S	Tco_015100
J	Tco_015101
S	Tco_015103
D	Tco_015115
S	Tco_015116
S	Tco_015117
T	Tco_015119
T	Tco_015120
C	Tco_015121
K	Tco_015123
K	Tco_015124
L	Tco_015125
O	Tco_015126
EPT	Tco_015127
P	Tco_015129
P	Tco_015132
U	Tco_015133
S	Tco_015134
T	Tco_015135
T	Tco_015139
T	Tco_015142
S	Tco_015148
T	Tco_015149
T	Tco_015150
T	Tco_015151
T	Tco_015152
T	Tco_015160
T	Tco_015162
H	Tco_015166
K	Tco_015167
S	Tco_015168
TZ	Tco_015169
BK	Tco_015170
T	Tco_015171
S	Tco_015172
F	Tco_015174
B	Tco_015175
T	Tco_015176
E	Tco_015177
O	Tco_015177
J	Tco_015178
T	Tco_015179
U	Tco_015180
IQ	Tco_015181
S	Tco_015182
U	Tco_015183
U	Tco_015185
S	Tco_015186
J	Tco_015187
S	Tco_015188
O	Tco_015190
T	Tco_015193
CI	Tco_015194
AI	Tco_015195
A	Tco_015197
U	Tco_015198
TU	Tco_015199
U	Tco_015199
S	Tco_015200
T	Tco_015202
S	Tco_015204
S	Tco_015207
S	Tco_015208
S	Tco_015210
E	Tco_015211
J	Tco_015212
K	Tco_015213
K	Tco_015215
O	Tco_015216
T	Tco_015218
T	Tco_015219
P	Tco_015221
U	Tco_015222
S	Tco_015228
T	Tco_015229
U	Tco_015230
E	Tco_015231
K	Tco_015233
U	Tco_015236
C	Tco_015237
TU	Tco_015238
S	Tco_015241
F	Tco_015242
T	Tco_015243
T	Tco_015244
T	Tco_015256
T	Tco_015259
S	Tco_015263
S	Tco_015268
T	Tco_015269
S	Tco_015271
T	Tco_015275
P	Tco_015277
OT	Tco_015278
B	Tco_015279
G	Tco_015280
D	Tco_015281
S	Tco_015282
J	Tco_015283
BK	Tco_015285
S	Tco_015286
S	Tco_015287
O	Tco_015288
T	Tco_015292
J	Tco_015293
IOTUV	Tco_015294
I	Tco_015300
S	Tco_015301
P	Tco_015302
W	Tco_015304
W	Tco_015307
T	Tco_015311
S	Tco_015313
I	Tco_015314
U	Tco_015315
K	Tco_015316
S	Tco_015319
T	Tco_015320
S	Tco_015325
L	Tco_015326
BK	Tco_015330
U	Tco_015332
O	Tco_015334
BT	Tco_015335
TZ	Tco_015336
S	Tco_015337
O	Tco_015338
O	Tco_015339
K	Tco_015340
S	Tco_015343
T	Tco_015344
T	Tco_015347
IU	Tco_015348
S	Tco_015349
T	Tco_015350
T	Tco_015354
S	Tco_015357
O	Tco_015360
S	Tco_015361
U	Tco_015364
T	Tco_015366
T	Tco_015367
J	Tco_015369
S	Tco_015370
T	Tco_015371
S	Tco_015372
B	Tco_015373
G	Tco_015374
S	Tco_015375
S	Tco_015376
U	Tco_015377
S	Tco_015378
K	Tco_015379
T	Tco_015380
T	Tco_015390
U	Tco_015391
K	Tco_015399
U	Tco_015400
K	Tco_015401
S	Tco_015402
J	Tco_015403
L	Tco_015404
T	Tco_015405
T	Tco_015406
S	Tco_015407
S	Tco_015408
K	Tco_015409
E	Tco_015410
T	Tco_015411
I	Tco_015412
H	Tco_015413
S	Tco_015415
K	Tco_015416
E	Tco_015417
T	Tco_015418
T	Tco_015420
C	Tco_015426
U	Tco_015427
S	Tco_015428
T	Tco_015429
T	Tco_015439
K	Tco_015441
S	Tco_015442
OT	Tco_015443
K	Tco_015444
TV	Tco_015445
S	Tco_015446
O	Tco_015448
T	Tco_015449
T	Tco_015451
S	Tco_015453
S	Tco_015456
A	Tco_015457
TU	Tco_015458
A	Tco_015459
A	Tco_015460
S	Tco_015461
T	Tco_015462
P	Tco_015463
E	Tco_015467
E	Tco_015468
L	Tco_015469
T	Tco_015470
S	Tco_015471
U	Tco_015473
O	Tco_015474
O	Tco_015475
C	Tco_015476
K	Tco_015482
T	Tco_015483
K	Tco_015487
Q	Tco_015489
Q	Tco_015490
S	Tco_015491
P	Tco_015492
L	Tco_015493
C	Tco_015499
B	Tco_015501
S	Tco_015502
I	Tco_015503
K	Tco_015504
K	Tco_015506
J	Tco_015507
O	Tco_015510
K	Tco_015511
T	Tco_015513
I	Tco_015514
J	Tco_015515
K	Tco_015516
S	Tco_015522
O	Tco_015523
T	Tco_015524
T	Tco_015525
O	Tco_015528
A	Tco_015529
T	Tco_015532
P	Tco_015533
GOU	Tco_015534
O	Tco_015535
O	Tco_015536
O	Tco_015537
GI	Tco_015538
F	Tco_015539
S	Tco_015540
S	Tco_015541
T	Tco_015545
O	Tco_015557
P	Tco_015558
O	Tco_015559
O	Tco_015560
S	Tco_015561
S	Tco_015562
Q	Tco_015563
S	Tco_015564
S	Tco_015565
S	Tco_015566
T	Tco_015568
T	Tco_015574
T	Tco_015578
A	Tco_015579
L	Tco_015580
S	Tco_015583
S	Tco_015584
K	Tco_015589
K	Tco_015590
P	Tco_015594
S	Tco_015597
T	Tco_015598
S	Tco_015609
O	Tco_015610
T	Tco_015611
S	Tco_015612
T	Tco_015612
C	Tco_015615
L	Tco_015616
J	Tco_015617
K	Tco_015618
O	Tco_015619
T	Tco_015620
J	Tco_015621
S	Tco_015623
S	Tco_015624
T	Tco_015625
S	Tco_015628
O	Tco_015631
S	Tco_015632
S	Tco_015633
S	Tco_015634
J	Tco_015635
F	Tco_015636
F	Tco_015638
Q	Tco_015639
S	Tco_015640
S	Tco_015641
O	Tco_015642
O	Tco_015646
S	Tco_015647
H	Tco_015648
PT	Tco_015649
PT	Tco_015650
T	Tco_015651
K	Tco_015653
O	Tco_015655
U	Tco_015656
T	Tco_015659
S	Tco_015662
S	Tco_015664
A	Tco_015665
S	Tco_015666
T	Tco_015667
K	Tco_015669
S	Tco_015670
T	Tco_015671
C	Tco_015674
H	Tco_015675
S	Tco_015676
T	Tco_015678
K	Tco_015680
T	Tco_015682
U	Tco_015684
U	Tco_015685
B	Tco_015690
S	Tco_015696
I	Tco_015697
K	Tco_015699
S	Tco_015700
S	Tco_015701
S	Tco_015703
S	Tco_015705
S	Tco_015706
I	Tco_015707
I	Tco_015708
S	Tco_015709
V	Tco_015710
V	Tco_015711
U	Tco_015712
J	Tco_015713
EPT	Tco_015714
S	Tco_015715
G	Tco_015716
S	Tco_015717
S	Tco_015718
T	Tco_015721
T	Tco_015723
E	Tco_015724
G	Tco_015726
S	Tco_015727
A	Tco_015728
S	Tco_015729
Z	Tco_015731
U	Tco_015732
S	Tco_015733
S	Tco_015734
L	Tco_015735
P	Tco_015738
T	Tco_015744
S	Tco_015745
S	Tco_015746
S	Tco_015747
S	Tco_015748
S	Tco_015749
S	Tco_015750
Z	Tco_015751
T	Tco_015752
TV	Tco_015756
O	Tco_015757
K	Tco_015758
K	Tco_015760
S	Tco_015763
K	Tco_015771
K	Tco_015776
TV	Tco_015780
S	Tco_015781
S	Tco_015786
S	Tco_015787
S	Tco_015788
S	Tco_015791
J	Tco_015792
K	Tco_015793
S	Tco_015795
K	Tco_015796
S	Tco_015799
J	Tco_015801
U	Tco_015802
S	Tco_015803
T	Tco_015804
G	Tco_015805
Z	Tco_015806
Z	Tco_015807
H	Tco_015809
K	Tco_015812
A	Tco_015813
G	Tco_015815
G	Tco_015817
S	Tco_015818
J	Tco_015819
C	Tco_015821
O	Tco_015822
S	Tco_015823
OP	Tco_015824
T	Tco_015826
T	Tco_015828
A	Tco_015829
S	Tco_015830
S	Tco_015831
O	Tco_015832
K	Tco_015833
S	Tco_015834
EPT	Tco_015836
EPT	Tco_015837
EPT	Tco_015838
T	Tco_015839
L	Tco_015840
L	Tco_015841
L	Tco_015842
T	Tco_015846
T	Tco_015850
C	Tco_015851
J	Tco_015852
O	Tco_015853
S	Tco_015854
O	Tco_015855
I	Tco_015856
S	Tco_015857
T	Tco_015858
T	Tco_015859
B	Tco_015860
S	Tco_015861
S	Tco_015862
S	Tco_015863
Z	Tco_015864
W	Tco_015866
S	Tco_015867
J	Tco_015868
U	Tco_015869
K	Tco_015870
Q	Tco_015871
J	Tco_015872
G	Tco_015873
I	Tco_015874
S	Tco_015875
K	Tco_015876
K	Tco_015880
K	Tco_015881
K	Tco_015882
S	Tco_015884
O	Tco_015885
K	Tco_015886
O	Tco_015890
Q	Tco_015891
U	Tco_015892
S	Tco_015893
S	Tco_015894
Q	Tco_015896
S	Tco_015897
O	Tco_015898
T	Tco_015899
S	Tco_015900
S	Tco_015901
S	Tco_015903
U	Tco_015904
K	Tco_015906
K	Tco_015908
T	Tco_015909
OU	Tco_015912
E	Tco_015913
A	Tco_015914
O	Tco_015915
A	Tco_015916
K	Tco_015917
S	Tco_015918
K	Tco_015919
Q	Tco_015920
J	Tco_015921
H	Tco_015922
H	Tco_015923
O	Tco_015924
O	Tco_015925
E	Tco_015926
I	Tco_015927
A	Tco_015929
D	Tco_015930
A	Tco_015931
S	Tco_015932
M	Tco_015933
L	Tco_015934
T	Tco_015935
T	Tco_015937
L	Tco_015938
O	Tco_015939
T	Tco_015940
K	Tco_015941
C	Tco_015942
I	Tco_015943
O	Tco_015944
S	Tco_015945
K	Tco_015947
E	Tco_015948
E	Tco_015949
T	Tco_015950
U	Tco_015951
O	Tco_015952
P	Tco_015953
P	Tco_015954
P	Tco_015955
P	Tco_015956
T	Tco_015957
S	Tco_015959
S	Tco_015960
S	Tco_015961
S	Tco_015963
C	Tco_015964
C	Tco_015965
S	Tco_015966
EO	Tco_015967
O	Tco_015968
O	Tco_015969
T	Tco_015970
K	Tco_015971
IKT	Tco_015972
G	Tco_015974
Q	Tco_015975
Q	Tco_015976
Q	Tco_015977
T	Tco_015978
K	Tco_015979
A	Tco_015980
T	Tco_015981
K	Tco_015988
A	Tco_015989
K	Tco_015991
K	Tco_015992
T	Tco_015994
T	Tco_015995
S	Tco_015996
S	Tco_015999
S	Tco_016000
S	Tco_016001
S	Tco_016002
I	Tco_016003
S	Tco_016008
P	Tco_016011
K	Tco_016012
K	Tco_016013
UY	Tco_016015
E	Tco_016016
E	Tco_016017
S	Tco_016018
Z	Tco_016019
S	Tco_016035
S	Tco_016047
O	Tco_016058
O	Tco_016068
T	Tco_016076
W	Tco_016078
O	Tco_016080
Z	Tco_016081
O	Tco_016083
O	Tco_016084
Z	Tco_016085
C	Tco_016097
Q	Tco_016099
Q	Tco_016102
J	Tco_016103
G	Tco_016104
J	Tco_016105
G	Tco_016106
S	Tco_016107
J	Tco_016108
W	Tco_016109
Z	Tco_016112
T	Tco_016114
K	Tco_016115
E	Tco_016116
A	Tco_016122
A	Tco_016124
E	Tco_016141
K	Tco_016142
G	Tco_016145
G	Tco_016161
I	Tco_016165
E	Tco_016167
L	Tco_016168
G	Tco_016175
L	Tco_016192
C	Tco_016204
PT	Tco_016216
L	Tco_016220
Z	Tco_016222
I	Tco_016225
CH	Tco_016226
S	Tco_016227
C	Tco_016229
S	Tco_016238
P	Tco_016246
S	Tco_016248
J	Tco_016249
I	Tco_016250
P	Tco_016251
S	Tco_016255
S	Tco_016256
S	Tco_016257
BD	Tco_016258
Z	Tco_016260
G	Tco_016261
K	Tco_016267
S	Tco_016268
T	Tco_016272
P	Tco_016274
L	Tco_016275
S	Tco_016277
P	Tco_016278
L	Tco_016279
EPT	Tco_016282
I	Tco_016284
Z	Tco_016295
S	Tco_016296
S	Tco_016297
E	Tco_016300
M	Tco_016301
S	Tco_016304
K	Tco_016305
MO	Tco_016306
S	Tco_016307
I	Tco_016308
S	Tco_016310
L	Tco_016313
G	Tco_016314
L	Tco_016316
G	Tco_016317
G	Tco_016320
S	Tco_016325
Q	Tco_016328
W	Tco_016329
O	Tco_016333
I	Tco_016345
T	Tco_016352
S	Tco_016354
O	Tco_016356
O	Tco_016357
S	Tco_016358
S	Tco_016359
S	Tco_016366
KL	Tco_016368
O	Tco_016372
C	Tco_016378
S	Tco_016380
Z	Tco_016383
U	Tco_016385
L	Tco_016388
S	Tco_016389
S	Tco_016393
S	Tco_016395
S	Tco_016400
E	Tco_016403
S	Tco_016404
L	Tco_016409
T	Tco_016412
K	Tco_016416
CH	Tco_016422
K	Tco_016427
S	Tco_016430
S	Tco_016433
S	Tco_016436
S	Tco_016437
BD	Tco_016439
O	Tco_016440
K	Tco_016441
O	Tco_016443
O	Tco_016445
O	Tco_016446
O	Tco_016447
O	Tco_016450
O	Tco_016452
L	Tco_016456
D	Tco_016458
KOT	Tco_016459
O	Tco_016461
G	Tco_016462
S	Tco_016465
G	Tco_016467
G	Tco_016468
G	Tco_016469
G	Tco_016470
L	Tco_016472
L	Tco_016474
O	Tco_016477
W	Tco_016478
K	Tco_016481
C	Tco_016482
S	Tco_016483
Q	Tco_016486
K	Tco_016487
HMU	Tco_016488
TZ	Tco_016490
S	Tco_016491
S	Tco_016495
T	Tco_016496
BK	Tco_016497
O	Tco_016498
B	Tco_016499
F	Tco_016513
KLT	Tco_016516
O	Tco_016517
F	Tco_016522
F	Tco_016523
S	Tco_016526
S	Tco_016529
T	Tco_016533
O	Tco_016534
TU	Tco_016538
S	Tco_016539
M	Tco_016540
S	Tco_016542
K	Tco_016543
C	Tco_016557
O	Tco_016566
E	Tco_016567
S	Tco_016569
U	Tco_016574
A	Tco_016575
A	Tco_016576
U	Tco_016577
G	Tco_016579
G	Tco_016580
O	Tco_016586
O	Tco_016587
O	Tco_016588
L	Tco_016589
K	Tco_016592
L	Tco_016593
S	Tco_016594
G	Tco_016607
S	Tco_016624
G	Tco_016646
T	Tco_016649
U	Tco_016662
KL	Tco_016669
L	Tco_016669
S	Tco_016672
O	Tco_016673
O	Tco_016675
A	Tco_016677
S	Tco_016680
S	Tco_016681
S	Tco_016688
S	Tco_016690
K	Tco_016691
T	Tco_016697
O	Tco_016700
TZ	Tco_016701
P	Tco_016702
G	Tco_016704
O	Tco_016706
O	Tco_016708
S	Tco_016715
M	Tco_016717
E	Tco_016718
E	Tco_016720
E	Tco_016721
E	Tco_016722
S	Tco_016733
K	Tco_016737
G	Tco_016739
G	Tco_016740
G	Tco_016741
G	Tco_016745
T	Tco_016745
T	Tco_016746
S	Tco_016748
T	Tco_016768
T	Tco_016770
PT	Tco_016776
K	Tco_016780
PT	Tco_016784
PT	Tco_016786
M	Tco_016788
L	Tco_016792
T	Tco_016797
K	Tco_016798
K	Tco_016800
S	Tco_016801
S	Tco_016804
T	Tco_016806
K	Tco_016824
T	Tco_016827
T	Tco_016836
S	Tco_016841
S	Tco_016842
C	Tco_016852
S	Tco_016853
S	Tco_016854
U	Tco_016862
O	Tco_016863
T	Tco_016870
T	Tco_016871
S	Tco_016873
J	Tco_016874
S	Tco_016875
S	Tco_016880
S	Tco_016882
O	Tco_016885
S	Tco_016886
T	Tco_016889
K	Tco_016890
AJ	Tco_016891
S	Tco_016892
K	Tco_016893
T	Tco_016894
S	Tco_016895
L	Tco_016898
S	Tco_016899
S	Tco_016903
S	Tco_016904
S	Tco_016918
I	Tco_016920
A	Tco_016922
T	Tco_016924
Z	Tco_016928
L	Tco_016933
IT	Tco_016934
V	Tco_016936
V	Tco_016937
G	Tco_016938
Z	Tco_016942
K	Tco_016943
DO	Tco_016945
O	Tco_016946
DZ	Tco_016947
S	Tco_016949
P	Tco_016951
P	Tco_016954
L	Tco_016960
G	Tco_016961
G	Tco_016976
U	Tco_016977
K	Tco_016980
C	Tco_016982
C	Tco_016983
C	Tco_016984
S	Tco_016985
G	Tco_016986
S	Tco_016987
S	Tco_016990
S	Tco_016991
S	Tco_016993
S	Tco_016994
P	Tco_016998
P	Tco_016999
P	Tco_017001
IO	Tco_017002
S	Tco_017005
O	Tco_017006
A	Tco_017014
U	Tco_017015
A	Tco_017016
K	Tco_017020
S	Tco_017021
T	Tco_017022
T	Tco_017025
S	Tco_017028
E	Tco_017032
Q	Tco_017033
S	Tco_017034
S	Tco_017035
S	Tco_017037
S	Tco_017038
S	Tco_017041
S	Tco_017042
S	Tco_017043
S	Tco_017045
S	Tco_017046
E	Tco_017049
S	Tco_017051
S	Tco_017052
S	Tco_017053
S	Tco_017054
S	Tco_017055
Q	Tco_017056
S	Tco_017057
A	Tco_017058
K	Tco_017059
K	Tco_017063
S	Tco_017068
V	Tco_017069
T	Tco_017070
E	Tco_017087
K	Tco_017098
AJ	Tco_017101
S	Tco_017102
K	Tco_017103
K	Tco_017107
S	Tco_017108
J	Tco_017109
S	Tco_017110
BD	Tco_017111
I	Tco_017112
O	Tco_017113
T	Tco_017115
M	Tco_017116
M	Tco_017117
S	Tco_017118
M	Tco_017124
S	Tco_017126
M	Tco_017127
M	Tco_017128
M	Tco_017129
S	Tco_017131
M	Tco_017132
M	Tco_017134
M	Tco_017135
W	Tco_017136
S	Tco_017137
U	Tco_017138
S	Tco_017148
T	Tco_017149
T	Tco_017151
S	Tco_017153
S	Tco_017164
T	Tco_017166
T	Tco_017167
T	Tco_017168
T	Tco_017169
T	Tco_017170
T	Tco_017171
T	Tco_017172
T	Tco_017173
T	Tco_017174
T	Tco_017175
T	Tco_017176
T	Tco_017181
A	Tco_017182
S	Tco_017183
T	Tco_017184
O	Tco_017185
P	Tco_017186
Z	Tco_017187
G	Tco_017190
G	Tco_017191
G	Tco_017192
G	Tco_017193
O	Tco_017195
K	Tco_017197
K	Tco_017203
L	Tco_017204
U	Tco_017205
S	Tco_017212
O	Tco_017212
UY	Tco_017213
I	Tco_017217
I	Tco_017218
I	Tco_017220
S	Tco_017231
T	Tco_017234
K	Tco_017242
K	Tco_017243
S	Tco_017244
K	Tco_017245
S	Tco_017246
J	Tco_017247
J	Tco_017248
K	Tco_017249
A	Tco_017250
K	Tco_017251
S	Tco_017252
K	Tco_017254
FG	Tco_017257
T	Tco_017259
S	Tco_017261
F	Tco_017262
S	Tco_017263
P	Tco_017264
J	Tco_017265
S	Tco_017266
K	Tco_017272
O	Tco_017273
Z	Tco_017274
T	Tco_017275
Q	Tco_017276
Q	Tco_017277
T	Tco_017278
B	Tco_017280
K	Tco_017281
KLO	Tco_017282
K	Tco_017283
KLO	Tco_017287
C	Tco_017288
KLO	Tco_017292
C	Tco_017296
S	Tco_017299
TV	Tco_017300
I	Tco_017301
U	Tco_017302
K	Tco_017305
S	Tco_017307
S	Tco_017308
C	Tco_017309
K	Tco_017310
I	Tco_017311
W	Tco_017312
S	Tco_017314
O	Tco_017315
K	Tco_017317
U	Tco_017318
S	Tco_017319
E	Tco_017320
S	Tco_017321
J	Tco_017322
S	Tco_017323
T	Tco_017325
I	Tco_017328
I	Tco_017329
A	Tco_017330
O	Tco_017331
O	Tco_017333
S	Tco_017334
S	Tco_017335
EPT	Tco_017336
EPT	Tco_017337
O	Tco_017338
S	Tco_017339
S	Tco_017340
Q	Tco_017341
Q	Tco_017342
U	Tco_017344
A	Tco_017345
J	Tco_017346
C	Tco_017347
Z	Tco_017348
Z	Tco_017349
Z	Tco_017350
O	Tco_017351
B	Tco_017353
BK	Tco_017354
B	Tco_017354
S	Tco_017355
F	Tco_017356
T	Tco_017357
S	Tco_017360
S	Tco_017361
I	Tco_017362
A	Tco_017363
A	Tco_017364
GM	Tco_017365
L	Tco_017366
S	Tco_017367
Z	Tco_017371
J	Tco_017372
K	Tco_017376
T	Tco_017378
TV	Tco_017379
W	Tco_017380
Q	Tco_017381
T	Tco_017383
P	Tco_017387
G	Tco_017390
S	Tco_017391
C	Tco_017392
K	Tco_017393
G	Tco_017394
KLO	Tco_017395
O	Tco_017398
A	Tco_017399
C	Tco_017400
K	Tco_017401
DU	Tco_017402
T	Tco_017403
S	Tco_017405
T	Tco_017406
T	Tco_017407
T	Tco_017408
O	Tco_017411
TV	Tco_017411
L	Tco_017413
O	Tco_017414
A	Tco_017415
L	Tco_017417
S	Tco_017418
P	Tco_017419
P	Tco_017422
S	Tco_017423
S	Tco_017424
S	Tco_017425
J	Tco_017426
T	Tco_017427
