KEGG	Genes
ko05216	Tco_003170
ko05217	Tco_003170
ko05218	Tco_003170
ko05219	Tco_003170
ko05220	Tco_003170
ko05222	Tco_003170
ko05223	Tco_003170
ko05224	Tco_003170
ko05225	Tco_003170
ko05226	Tco_003170
ko05230	Tco_003170
ko05418	Tco_003170
ko00073	Tco_003174
ko04146	Tco_003174
ko04212	Tco_003174
ko00073	Tco_003175
ko04146	Tco_003175
ko04212	Tco_003175
ko00073	Tco_003178
ko04146	Tco_003178
ko04212	Tco_003178
ko00760	Tco_003189
ko01100	Tco_003189
ko03040	Tco_003190
ko04010	Tco_003190
ko04141	Tco_003190
ko04144	Tco_003190
ko04213	Tco_003190
ko04612	Tco_003190
ko04915	Tco_003190
ko05134	Tco_003190
ko05145	Tco_003190
ko05162	Tco_003190
ko05164	Tco_003190
ko05169	Tco_003190
ko00520	Tco_003195
ko04064	Tco_003201
ko04620	Tco_003201
ko04621	Tco_003201
ko04622	Tco_003201
ko04657	Tco_003201
ko04668	Tco_003201
ko05160	Tco_003201
ko05165	Tco_003201
ko05167	Tco_003201
ko05168	Tco_003201
ko05169	Tco_003201
ko05200	Tco_003201
ko05203	Tco_003201
ko05222	Tco_003201
ko04064	Tco_003202
ko04620	Tco_003202
ko04621	Tco_003202
ko04622	Tco_003202
ko04657	Tco_003202
ko04668	Tco_003202
ko05160	Tco_003202
ko05165	Tco_003202
ko05167	Tco_003202
ko05168	Tco_003202
ko05169	Tco_003202
ko05200	Tco_003202
ko05203	Tco_003202
ko05222	Tco_003202
ko00230	Tco_003206
ko04020	Tco_003206
ko04740	Tco_003206
ko04742	Tco_003206
ko04924	Tco_003206
ko04927	Tco_003206
ko04934	Tco_003206
ko05032	Tco_003206
ko04064	Tco_003218
ko04620	Tco_003218
ko04621	Tco_003218
ko04622	Tco_003218
ko04657	Tco_003218
ko04668	Tco_003218
ko05160	Tco_003218
ko05165	Tco_003218
ko05167	Tco_003218
ko05168	Tco_003218
ko05169	Tco_003218
ko05200	Tco_003218
ko05203	Tco_003218
ko05222	Tco_003218
ko04064	Tco_003230
ko04217	Tco_003230
ko04621	Tco_003230
ko04657	Tco_003230
ko04668	Tco_003230
ko05168	Tco_003230
ko05169	Tco_003230
ko05200	Tco_003230
ko05203	Tco_003230
ko05222	Tco_003230
ko05410	Tco_003233
ko05414	Tco_003233
ko05410	Tco_003235
ko05414	Tco_003235
ko00330	Tco_003257
ko01100	Tco_003257
ko00330	Tco_003258
ko01100	Tco_003258
ko04668	Tco_003259
ko04912	Tco_003259
ko04064	Tco_003264
ko04620	Tco_003264
ko04621	Tco_003264
ko04622	Tco_003264
ko04657	Tco_003264
ko04668	Tco_003264
ko05160	Tco_003264
ko05165	Tco_003264
ko05167	Tco_003264
ko05168	Tco_003264
ko05169	Tco_003264
ko05200	Tco_003264
ko05203	Tco_003264
ko05222	Tco_003264
ko04064	Tco_003271
ko04620	Tco_003271
ko04621	Tco_003271
ko04622	Tco_003271
ko04657	Tco_003271
ko04668	Tco_003271
ko05160	Tco_003271
ko05165	Tco_003271
ko05167	Tco_003271
ko05168	Tco_003271
ko05169	Tco_003271
ko05200	Tco_003271
ko05203	Tco_003271
ko05222	Tco_003271
ko04064	Tco_003272
ko04217	Tco_003272
ko04621	Tco_003272
ko04657	Tco_003272
ko04668	Tco_003272
ko05168	Tco_003272
ko05169	Tco_003272
ko05200	Tco_003272
ko05203	Tco_003272
ko05222	Tco_003272
ko04110	Tco_003287
ko04111	Tco_003287
ko04114	Tco_003287
ko04120	Tco_003287
ko04141	Tco_003287
ko04310	Tco_003287
ko04341	Tco_003287
ko04350	Tco_003287
ko04710	Tco_003287
ko05168	Tco_003287
ko05200	Tco_003287
ko03010	Tco_003294
ko00071	Tco_003295
ko00280	Tco_003295
ko00410	Tco_003295
ko00640	Tco_003295
ko01100	Tco_003295
ko01110	Tco_003295
ko01130	Tco_003295
ko01200	Tco_003295
ko01212	Tco_003295
ko03320	Tco_003295
ko00071	Tco_003298
ko00280	Tco_003298
ko00410	Tco_003298
ko00640	Tco_003298
ko01100	Tco_003298
ko01110	Tco_003298
ko01130	Tco_003298
ko01200	Tco_003298
ko01212	Tco_003298
ko03320	Tco_003298
ko03040	Tco_003303
ko04010	Tco_003303
ko04141	Tco_003303
ko04144	Tco_003303
ko04213	Tco_003303
ko04612	Tco_003303
ko04915	Tco_003303
ko05134	Tco_003303
ko05145	Tco_003303
ko05162	Tco_003303
ko05164	Tco_003303
ko05169	Tco_003303
ko03040	Tco_003305
ko04010	Tco_003305
ko04141	Tco_003305
ko04144	Tco_003305
ko04213	Tco_003305
ko04612	Tco_003305
ko04915	Tco_003305
ko05134	Tco_003305
ko05145	Tco_003305
ko05162	Tco_003305
ko05164	Tco_003305
ko05169	Tco_003305
ko03040	Tco_003309
ko04010	Tco_003309
ko04141	Tco_003309
ko04144	Tco_003309
ko04213	Tco_003309
ko04612	Tco_003309
ko04915	Tco_003309
ko05134	Tco_003309
ko05145	Tco_003309
ko05162	Tco_003309
ko05164	Tco_003309
ko05169	Tco_003309
ko00310	Tco_003339
ko00073	Tco_003340
ko04146	Tco_003340
ko04212	Tco_003340
ko00073	Tco_003342
ko04146	Tco_003342
ko04212	Tco_003342
ko00310	Tco_003346
ko04145	Tco_003360
ko05152	Tco_003360
ko04145	Tco_003361
ko05152	Tco_003361
ko00310	Tco_003368
ko00511	Tco_003371
ko00600	Tco_003371
ko01100	Tco_003371
ko04142	Tco_003371
ko04080	Tco_003380
ko04730	Tco_003380
ko04640	Tco_003384
ko04020	Tco_003385
ko04022	Tco_003385
ko04270	Tco_003385
ko04371	Tco_003385
ko04510	Tco_003385
ko04611	Tco_003385
ko04810	Tco_003385
ko04921	Tco_003385
ko04971	Tco_003385
ko04520	Tco_003408
ko00640	Tco_003415
ko01100	Tco_003415
ko00970	Tco_003416
ko00240	Tco_003418
ko00670	Tco_003418
ko01100	Tco_003418
ko01523	Tco_003418
ko00515	Tco_003422
ko01100	Tco_003422
ko03420	Tco_003423
ko03040	Tco_003424
ko05168	Tco_003424
ko03040	Tco_003425
ko05168	Tco_003425
ko04110	Tco_003439
ko04111	Tco_003439
ko04113	Tco_003439
ko04114	Tco_003439
ko04120	Tco_003439
ko04914	Tco_003439
ko05166	Tco_003439
ko04068	Tco_003440
ko04922	Tco_003440
ko04145	Tco_003455
ko05152	Tco_003455
ko04145	Tco_003463
ko05152	Tco_003463
ko05226	Tco_003468
ko03008	Tco_003481
ko03008	Tco_003483
ko03040	Tco_003489
ko00514	Tco_003504
ko00514	Tco_003537
ko04218	Tco_003544
ko03013	Tco_003551
ko04144	Tco_003554
ko04721	Tco_003554
ko04961	Tco_003554
ko05016	Tco_003554
ko04068	Tco_003559
ko04922	Tco_003559
ko00240	Tco_003565
ko00983	Tco_003565
ko01100	Tco_003565
ko03040	Tco_003567
ko04010	Tco_003567
ko04141	Tco_003567
ko04144	Tco_003567
ko04213	Tco_003567
ko04612	Tco_003567
ko04915	Tco_003567
ko05134	Tco_003567
ko05145	Tco_003567
ko05162	Tco_003567
ko05164	Tco_003567
ko05169	Tco_003567
ko00073	Tco_003579
ko04146	Tco_003579
ko04212	Tco_003579
ko00073	Tco_003580
ko04146	Tco_003580
ko04212	Tco_003580
ko00073	Tco_003581
ko04146	Tco_003581
ko04212	Tco_003581
ko00073	Tco_003587
ko04146	Tco_003587
ko04212	Tco_003587
ko00073	Tco_003593
ko04146	Tco_003593
ko04212	Tco_003593
ko00073	Tco_003594
ko04146	Tco_003594
ko04212	Tco_003594
ko03460	Tco_003599
ko04013	Tco_003608
ko04120	Tco_003609
ko03010	Tco_003613
ko04970	Tco_003660
ko00230	Tco_003662
ko00600	Tco_003673
ko01100	Tco_003673
ko04071	Tco_003673
ko04010	Tco_003681
ko04020	Tco_003681
ko04022	Tco_003681
ko04024	Tco_003681
ko04218	Tco_003681
ko04260	Tco_003681
ko04261	Tco_003681
ko04270	Tco_003681
ko04530	Tco_003681
ko04713	Tco_003681
ko04723	Tco_003681
ko04724	Tco_003681
ko04725	Tco_003681
ko04726	Tco_003681
ko04727	Tco_003681
ko04728	Tco_003681
ko04911	Tco_003681
ko04912	Tco_003681
ko04921	Tco_003681
ko04924	Tco_003681
ko04925	Tco_003681
ko04927	Tco_003681
ko04930	Tco_003681
ko04934	Tco_003681
ko04973	Tco_003681
ko05010	Tco_003681
ko05031	Tco_003681
ko05410	Tco_003681
ko05412	Tco_003681
ko05414	Tco_003681
ko05410	Tco_003685
ko05414	Tco_003685
ko04015	Tco_003691
ko04138	Tco_003693
ko05016	Tco_003694
ko04146	Tco_003696
ko04150	Tco_003702
ko04310	Tco_003702
ko05200	Tco_003702
ko05224	Tco_003702
ko05225	Tco_003702
ko05226	Tco_003702
ko00350	Tco_003705
ko00730	Tco_003711
ko00790	Tco_003711
ko01100	Tco_003711
ko02020	Tco_003711
ko04724	Tco_003713
ko04721	Tco_003715
ko04550	Tco_003718
ko03013	Tco_003722
ko00051	Tco_003723
ko00520	Tco_003723
ko01100	Tco_003723
ko04137	Tco_003726
ko03018	Tco_003728
ko00040	Tco_003734
ko00053	Tco_003734
ko00140	Tco_003734
ko00565	Tco_003734
ko00600	Tco_003734
ko00830	Tco_003734
ko00860	Tco_003734
ko00980	Tco_003734
ko00982	Tco_003734
ko00983	Tco_003734
ko01100	Tco_003734
ko01110	Tco_003734
ko05204	Tco_003734
ko04150	Tco_003735
ko04110	Tco_003737
ko00534	Tco_003740
ko01100	Tco_003740
ko04510	Tco_003741
ko03010	Tco_003743
ko00190	Tco_003745
ko01100	Tco_003745
ko04714	Tco_003745
ko04723	Tco_003745
ko04932	Tco_003745
ko05010	Tco_003745
ko05012	Tco_003745
ko05016	Tco_003745
ko03013	Tco_003746
ko00511	Tco_003749
ko00600	Tco_003749
ko01100	Tco_003749
ko04011	Tco_003749
ko04142	Tco_003749
ko04390	Tco_003749
ko04391	Tco_003749
ko04392	Tco_003749
ko04510	Tco_003750
ko00360	Tco_003753
ko00400	Tco_003753
ko00790	Tco_003753
ko01100	Tco_003753
ko01230	Tco_003753
ko04721	Tco_003754
ko03013	Tco_003761
ko03015	Tco_003761
ko03018	Tco_003761
ko01524	Tco_003763
ko03430	Tco_003763
ko05200	Tco_003763
ko05210	Tco_003763
ko00600	Tco_003764
ko01100	Tco_003764
ko04071	Tco_003764
ko04142	Tco_003764
ko04217	Tco_003764
ko00600	Tco_003765
ko01100	Tco_003765
ko04071	Tco_003765
ko04142	Tco_003765
ko04217	Tco_003765
ko00020	Tco_003766
ko00190	Tco_003766
ko01100	Tco_003766
ko01110	Tco_003766
ko01120	Tco_003766
ko01130	Tco_003766
ko01200	Tco_003766
ko04714	Tco_003766
ko04932	Tco_003766
ko05010	Tco_003766
ko05012	Tco_003766
ko05016	Tco_003766
ko04022	Tco_003773
ko04068	Tco_003773
ko04140	Tco_003773
ko04150	Tco_003773
ko04151	Tco_003773
ko04152	Tco_003773
ko04211	Tco_003773
ko04212	Tco_003773
ko04213	Tco_003773
ko04722	Tco_003773
ko04910	Tco_003773
ko04920	Tco_003773
ko04923	Tco_003773
ko04930	Tco_003773
ko04931	Tco_003773
ko04932	Tco_003773
ko04960	Tco_003773
ko05206	Tco_003773
ko04066	Tco_003775
ko04120	Tco_003775
ko05200	Tco_003775
ko05211	Tco_003775
ko04142	Tco_003779
ko04979	Tco_003779
ko03040	Tco_003788
ko03450	Tco_003790
ko04022	Tco_003791
ko04218	Tco_003791
ko04530	Tco_003791
ko04919	Tco_003791
ko04022	Tco_003793
ko04218	Tco_003793
ko04530	Tco_003793
ko04919	Tco_003793
ko04022	Tco_003795
ko04218	Tco_003795
ko04530	Tco_003795
ko04919	Tco_003795
ko04725	Tco_003798
ko00020	Tco_003821
ko00480	Tco_003821
ko00720	Tco_003821
ko01100	Tco_003821
ko01110	Tco_003821
ko01120	Tco_003821
ko01130	Tco_003821
ko01200	Tco_003821
ko01210	Tco_003821
ko01230	Tco_003821
ko04146	Tco_003821
ko00760	Tco_003823
ko01100	Tco_003823
ko00981	Tco_003834
ko03010	Tco_003848
ko03010	Tco_003849
ko00330	Tco_003852
ko01100	Tco_003852
ko04060	Tco_003858
ko04350	Tco_003858
ko04360	Tco_003858
ko04390	Tco_003858
ko00230	Tco_003860
ko01522	Tco_003860
ko02025	Tco_003860
ko04015	Tco_003860
ko04020	Tco_003860
ko04022	Tco_003860
ko04024	Tco_003860
ko04062	Tco_003860
ko04072	Tco_003860
ko04113	Tco_003860
ko04114	Tco_003860
ko04211	Tco_003860
ko04213	Tco_003860
ko04261	Tco_003860
ko04270	Tco_003860
ko04371	Tco_003860
ko04540	Tco_003860
ko04611	Tco_003860
ko04713	Tco_003860
ko04714	Tco_003860
ko04723	Tco_003860
ko04724	Tco_003860
ko04725	Tco_003860
ko04727	Tco_003860
ko04740	Tco_003860
ko04750	Tco_003860
ko04911	Tco_003860
ko04912	Tco_003860
ko04913	Tco_003860
ko04914	Tco_003860
ko04915	Tco_003860
ko04916	Tco_003860
ko04918	Tco_003860
ko04921	Tco_003860
ko04923	Tco_003860
ko04925	Tco_003860
ko04926	Tco_003860
ko04927	Tco_003860
ko04934	Tco_003860
ko04962	Tco_003860
ko04970	Tco_003860
ko04971	Tco_003860
ko04972	Tco_003860
ko04976	Tco_003860
ko05032	Tco_003860
ko05110	Tco_003860
ko05166	Tco_003860
ko05200	Tco_003860
ko05414	Tco_003860
ko00230	Tco_003861
ko01522	Tco_003861
ko02025	Tco_003861
ko04015	Tco_003861
ko04020	Tco_003861
ko04022	Tco_003861
ko04024	Tco_003861
ko04062	Tco_003861
ko04072	Tco_003861
ko04113	Tco_003861
ko04114	Tco_003861
ko04211	Tco_003861
ko04213	Tco_003861
ko04261	Tco_003861
ko04270	Tco_003861
ko04371	Tco_003861
ko04540	Tco_003861
ko04611	Tco_003861
ko04713	Tco_003861
ko04714	Tco_003861
ko04723	Tco_003861
ko04724	Tco_003861
ko04725	Tco_003861
ko04727	Tco_003861
ko04740	Tco_003861
ko04750	Tco_003861
ko04911	Tco_003861
ko04912	Tco_003861
ko04913	Tco_003861
ko04914	Tco_003861
ko04915	Tco_003861
ko04916	Tco_003861
ko04918	Tco_003861
ko04921	Tco_003861
ko04923	Tco_003861
ko04925	Tco_003861
ko04926	Tco_003861
ko04927	Tco_003861
ko04934	Tco_003861
ko04962	Tco_003861
ko04970	Tco_003861
ko04971	Tco_003861
ko04972	Tco_003861
ko04976	Tco_003861
ko05032	Tco_003861
ko05110	Tco_003861
ko05166	Tco_003861
ko05200	Tco_003861
ko05414	Tco_003861
ko04978	Tco_003879
ko05169	Tco_003895
ko05203	Tco_003895
ko00561	Tco_003896
ko00564	Tco_003896
ko01100	Tco_003896
ko01110	Tco_003896
ko04070	Tco_003896
ko04072	Tco_003896
ko05231	Tco_003896
ko03008	Tco_003902
ko00230	Tco_003903
ko00240	Tco_003903
ko00983	Tco_003903
ko01100	Tco_003903
ko01110	Tco_003903
ko01130	Tco_003903
ko04016	Tco_003903
ko05016	Tco_003904
ko04142	Tco_003905
ko04145	Tco_003905
ko04913	Tco_003905
ko04925	Tco_003905
ko04927	Tco_003905
ko04934	Tco_003905
ko04975	Tco_003905
ko04976	Tco_003905
ko04977	Tco_003905
ko04979	Tco_003905
ko05160	Tco_003905
ko00561	Tco_003908
ko01100	Tco_003908
ko04972	Tco_003908
ko04975	Tco_003908
ko04977	Tco_003908
ko04024	Tco_003914
ko04066	Tco_003914
ko04068	Tco_003914
ko04110	Tco_003914
ko04310	Tco_003914
ko04330	Tco_003914
ko04350	Tco_003914
ko04520	Tco_003914
ko04630	Tco_003914
ko04720	Tco_003914
ko04916	Tco_003914
ko04919	Tco_003914
ko04922	Tco_003914
ko05016	Tco_003914
ko05152	Tco_003914
ko05161	Tco_003914
ko05164	Tco_003914
ko05165	Tco_003914
ko05166	Tco_003914
ko05167	Tco_003914
ko05168	Tco_003914
ko05169	Tco_003914
ko05200	Tco_003914
ko05203	Tco_003914
ko05206	Tco_003914
ko05211	Tco_003914
ko05215	Tco_003914
ko04024	Tco_003915
ko04066	Tco_003915
ko04068	Tco_003915
ko04110	Tco_003915
ko04310	Tco_003915
ko04330	Tco_003915
ko04350	Tco_003915
ko04520	Tco_003915
ko04630	Tco_003915
ko04720	Tco_003915
ko04916	Tco_003915
ko04919	Tco_003915
ko04922	Tco_003915
ko05016	Tco_003915
ko05152	Tco_003915
ko05161	Tco_003915
ko05164	Tco_003915
ko05165	Tco_003915
ko05166	Tco_003915
ko05167	Tco_003915
ko05168	Tco_003915
ko05169	Tco_003915
ko05200	Tco_003915
ko05203	Tco_003915
ko05206	Tco_003915
ko05211	Tco_003915
ko05215	Tco_003915
ko04024	Tco_003916
ko04066	Tco_003916
ko04068	Tco_003916
ko04110	Tco_003916
ko04310	Tco_003916
ko04330	Tco_003916
ko04350	Tco_003916
ko04520	Tco_003916
ko04630	Tco_003916
ko04720	Tco_003916
ko04916	Tco_003916
ko04919	Tco_003916
ko04922	Tco_003916
ko05016	Tco_003916
ko05152	Tco_003916
ko05161	Tco_003916
ko05164	Tco_003916
ko05165	Tco_003916
ko05166	Tco_003916
ko05167	Tco_003916
ko05168	Tco_003916
ko05169	Tco_003916
ko05200	Tco_003916
ko05203	Tco_003916
ko05206	Tco_003916
ko05211	Tco_003916
ko05215	Tco_003916
ko04024	Tco_003917
ko04066	Tco_003917
ko04068	Tco_003917
ko04110	Tco_003917
ko04310	Tco_003917
ko04330	Tco_003917
ko04350	Tco_003917
ko04520	Tco_003917
ko04630	Tco_003917
ko04720	Tco_003917
ko04916	Tco_003917
ko04919	Tco_003917
ko04922	Tco_003917
ko05016	Tco_003917
ko05152	Tco_003917
ko05161	Tco_003917
ko05164	Tco_003917
ko05165	Tco_003917
ko05166	Tco_003917
ko05167	Tco_003917
ko05168	Tco_003917
ko05169	Tco_003917
ko05200	Tco_003917
ko05203	Tco_003917
ko05206	Tco_003917
ko05211	Tco_003917
ko05215	Tco_003917
ko00230	Tco_003918
ko01522	Tco_003918
ko04015	Tco_003918
ko04020	Tco_003918
ko04022	Tco_003918
ko04024	Tco_003918
ko04062	Tco_003918
ko04072	Tco_003918
ko04114	Tco_003918
ko04211	Tco_003918
ko04213	Tco_003918
ko04261	Tco_003918
ko04270	Tco_003918
ko04371	Tco_003918
ko04540	Tco_003918
ko04611	Tco_003918
ko04713	Tco_003918
ko04714	Tco_003918
ko04723	Tco_003918
ko04724	Tco_003918
ko04725	Tco_003918
ko04727	Tco_003918
ko04750	Tco_003918
ko04911	Tco_003918
ko04912	Tco_003918
ko04913	Tco_003918
ko04914	Tco_003918
ko04915	Tco_003918
ko04916	Tco_003918
ko04918	Tco_003918
ko04921	Tco_003918
ko04923	Tco_003918
ko04925	Tco_003918
ko04926	Tco_003918
ko04927	Tco_003918
ko04934	Tco_003918
ko04961	Tco_003918
ko04962	Tco_003918
ko04970	Tco_003918
ko04971	Tco_003918
ko04972	Tco_003918
ko04976	Tco_003918
ko05032	Tco_003918
ko05110	Tco_003918
ko05166	Tco_003918
ko05200	Tco_003918
ko05414	Tco_003918
ko04080	Tco_003921
ko04723	Tco_003921
ko04727	Tco_003921
ko04742	Tco_003921
ko05032	Tco_003921
ko05033	Tco_003921
ko04080	Tco_003922
ko04723	Tco_003922
ko04727	Tco_003922
ko04742	Tco_003922
ko05032	Tco_003922
ko05033	Tco_003922
ko04080	Tco_003924
ko04723	Tco_003924
ko04727	Tco_003924
ko04742	Tco_003924
ko05032	Tco_003924
ko05033	Tco_003924
ko04080	Tco_003925
ko04723	Tco_003925
ko04726	Tco_003925
ko04727	Tco_003925
ko05032	Tco_003925
ko05033	Tco_003925
ko04080	Tco_003926
ko04723	Tco_003926
ko04726	Tco_003926
ko04727	Tco_003926
ko05032	Tco_003926
ko05033	Tco_003926
ko04080	Tco_003928
ko04723	Tco_003928
ko04727	Tco_003928
ko04742	Tco_003928
ko05032	Tco_003928
ko05033	Tco_003928
ko04080	Tco_003930
ko04723	Tco_003930
ko04727	Tco_003930
ko04742	Tco_003930
ko05032	Tco_003930
ko05033	Tco_003930
ko04080	Tco_003931
ko04723	Tco_003931
ko04727	Tco_003931
ko04742	Tco_003931
ko05032	Tco_003931
ko05033	Tco_003931
ko04080	Tco_003932
ko04723	Tco_003932
ko04726	Tco_003932
ko04727	Tco_003932
ko05032	Tco_003932
ko05033	Tco_003932
ko04080	Tco_003933
ko04723	Tco_003933
ko04726	Tco_003933
ko04727	Tco_003933
ko05032	Tco_003933
ko05033	Tco_003933
ko04080	Tco_003934
ko04723	Tco_003934
ko04727	Tco_003934
ko04742	Tco_003934
ko05032	Tco_003934
ko05033	Tco_003934
ko04080	Tco_003936
ko04723	Tco_003936
ko04726	Tco_003936
ko04727	Tco_003936
ko05032	Tco_003936
ko05033	Tco_003936
ko00511	Tco_003943
ko04142	Tco_003943
ko00230	Tco_003944
ko04022	Tco_003944
ko04270	Tco_003944
ko04540	Tco_003944
ko04611	Tco_003944
ko04713	Tco_003944
ko04730	Tco_003944
ko04921	Tco_003944
ko04924	Tco_003944
ko04970	Tco_003944
ko01523	Tco_003945
ko02010	Tco_003945
ko04071	Tco_003945
ko04977	Tco_003945
ko05206	Tco_003945
ko01523	Tco_003946
ko02010	Tco_003946
ko04071	Tco_003946
ko04977	Tco_003946
ko05206	Tco_003946
ko00240	Tco_003948
ko03013	Tco_003953
ko03010	Tco_003954
ko00030	Tco_003961
ko01100	Tco_003961
ko01110	Tco_003961
ko01120	Tco_003961
ko01130	Tco_003961
ko01200	Tco_003961
ko01230	Tco_003961
ko00190	Tco_003968
ko01100	Tco_003968
ko04714	Tco_003968
ko05010	Tco_003968
ko05012	Tco_003968
ko05016	Tco_003968
ko04010	Tco_003969
ko04014	Tco_003969
ko04024	Tco_003969
ko04072	Tco_003969
ko04137	Tco_003969
ko04140	Tco_003969
ko04218	Tco_003969
ko04371	Tco_003969
ko04810	Tco_003969
ko05166	Tco_003969
ko05205	Tco_003969
ko04010	Tco_003970
ko04014	Tco_003970
ko04024	Tco_003970
ko04072	Tco_003970
ko04137	Tco_003970
ko04140	Tco_003970
ko04218	Tco_003970
ko04371	Tco_003970
ko04810	Tco_003970
ko05166	Tco_003970
ko05205	Tco_003970
ko04010	Tco_003971
ko00380	Tco_003972
ko00790	Tco_003972
ko01100	Tco_003972
ko04726	Tco_003972
ko00380	Tco_003973
ko00790	Tco_003973
ko01100	Tco_003973
ko04726	Tco_003973
ko00300	Tco_003976
ko00310	Tco_003976
ko00380	Tco_003976
ko01100	Tco_003976
ko01130	Tco_003976
ko01210	Tco_003976
ko03040	Tco_003977
ko00100	Tco_003981
ko04142	Tco_003981
ko04979	Tco_003981
ko00100	Tco_003982
ko04142	Tco_003982
ko04979	Tco_003982
ko00100	Tco_003983
ko04142	Tco_003983
ko04979	Tco_003983
ko00100	Tco_003985
ko04142	Tco_003985
ko04979	Tco_003985
ko00100	Tco_003986
ko04142	Tco_003986
ko04979	Tco_003986
ko00100	Tco_003990
ko04142	Tco_003990
ko04979	Tco_003990
ko00100	Tco_003991
ko04142	Tco_003991
ko04979	Tco_003991
ko00100	Tco_003992
ko04142	Tco_003992
ko04979	Tco_003992
ko00100	Tco_003993
ko04142	Tco_003993
ko04979	Tco_003993
ko00100	Tco_003994
ko04142	Tco_003994
ko04979	Tco_003994
ko00100	Tco_003995
ko04142	Tco_003995
ko04979	Tco_003995
ko00100	Tco_003996
ko04142	Tco_003996
ko04979	Tco_003996
ko00100	Tco_003997
ko04142	Tco_003997
ko04979	Tco_003997
ko00100	Tco_003998
ko04142	Tco_003998
ko04979	Tco_003998
ko00100	Tco_003999
ko04142	Tco_003999
ko04979	Tco_003999
ko00100	Tco_004000
ko04142	Tco_004000
ko04979	Tco_004000
ko00100	Tco_004001
ko04142	Tco_004001
ko04979	Tco_004001
ko00100	Tco_004002
ko04142	Tco_004002
ko04979	Tco_004002
ko00100	Tco_004003
ko04142	Tco_004003
ko04979	Tco_004003
ko00100	Tco_004004
ko04142	Tco_004004
ko04979	Tco_004004
ko05225	Tco_004010
ko04110	Tco_004013
ko04721	Tco_004020
ko04723	Tco_004020
ko04724	Tco_004020
ko05033	Tco_004020
ko00010	Tco_004026
ko00053	Tco_004026
ko00071	Tco_004026
ko00280	Tco_004026
ko00310	Tco_004026
ko00330	Tco_004026
ko00340	Tco_004026
ko00380	Tco_004026
ko00410	Tco_004026
ko00561	Tco_004026
ko00620	Tco_004026
ko00625	Tco_004026
ko00903	Tco_004026
ko00981	Tco_004026
ko01100	Tco_004026
ko01110	Tco_004026
ko01120	Tco_004026
ko01130	Tco_004026
ko01522	Tco_004027
ko01524	Tco_004027
ko04068	Tco_004027
ko04110	Tco_004027
ko04115	Tco_004027
ko04120	Tco_004027
ko04144	Tco_004027
ko04151	Tco_004027
ko04218	Tco_004027
ko04919	Tco_004027
ko05165	Tco_004027
ko05169	Tco_004027
ko05200	Tco_004027
ko05202	Tco_004027
ko05203	Tco_004027
ko05205	Tco_004027
ko05206	Tco_004027
ko05214	Tco_004027
ko05215	Tco_004027
ko05218	Tco_004027
ko05219	Tco_004027
ko05220	Tco_004027
ko00562	Tco_004029
ko01100	Tco_004029
ko04070	Tco_004029
ko00051	Tco_004032
ko05230	Tco_004032
ko00071	Tco_004033
ko01212	Tco_004033
ko03320	Tco_004033
ko04152	Tco_004033
ko04714	Tco_004033
ko04920	Tco_004033
ko04922	Tco_004033
ko04931	Tco_004033
ko04010	Tco_004035
ko04013	Tco_004035
ko04214	Tco_004035
ko04520	Tco_004037
ko03018	Tco_004039
ko04142	Tco_004041
ko04145	Tco_004041
ko04913	Tco_004041
ko04925	Tco_004041
ko04927	Tco_004041
ko04934	Tco_004041
ko04975	Tco_004041
ko04976	Tco_004041
ko04977	Tco_004041
ko04979	Tco_004041
ko05160	Tco_004041
